Value,age,id,group,cluster,word,SSP,word_type,position,word_freq,cluster_freq,word_length,cluster_length,Reading.time
цветок,20,5ba8e726fdce0f127e6140c04cdc26a1,A,цв,цветок,SSP,word,start,92.4,369.3,6,2,884
киборг,20,5ba8e726fdce0f127e6140c04cdc26a1,A,рг,киборг,SSP,word,end,0.6,158,6,2,382
дартс,20,5ba8e726fdce0f127e6140c04cdc26a1,A,ртс,дартс,SSP,word,end,0.4,0.4,5,3,325
двойник,20,5ba8e726fdce0f127e6140c04cdc26a1,A,дв,двойник,SSP,word,start,8,3166,7,2,317
глаз,20,5ba8e726fdce0f127e6140c04cdc26a1,A,гл,глаз,SSP,word,start,857.6,2880.4,4,2,792
льдина,20,5ba8e726fdce0f127e6140c04cdc26a1,A,льд,льдина,nSSP,word,start,6.1,8.6,6,2,662
куча,20,5ba8e726fdce0f127e6140c04cdc26a1,A,None,куча,filler,word,filler,40.4,None,4,None,369
пакет,20,5ba8e726fdce0f127e6140c04cdc26a1,A,None,пакет,filler,word,filler,65.8,None,5,None,502
холст,20,5ba8e726fdce0f127e6140c04cdc26a1,A,лст,холст,SSP,word,end,8.9,8.9,5,3,379
мгла,20,5ba8e726fdce0f127e6140c04cdc26a1,A,мгл,мгла,nSSP,word,start,8.1,9.1,4,3,358
жезл,20,5ba8e726fdce0f127e6140c04cdc26a1,A,зл,жезл,nSSP,word,end,3.5,3.5,4,2,375
льгота,20,5ba8e726fdce0f127e6140c04cdc26a1,A,льг,льгота,nSSP,word,start,28.8,38.6,6,2,1071
волк,20,5ba8e726fdce0f127e6140c04cdc26a1,A,лк,волк,SSP,word,end,36.1,133,4,2,311
министр,20,5ba8e726fdce0f127e6140c04cdc26a1,A,стр,министр,nSSP,word,end,154.1,249.6,7,3,345
косторг,20,5ba8e726fdce0f127e6140c04cdc26a1,A,рг,косторг,SSP,pseudoword,end,None,158,6,2,416
льгысет,20,5ba8e726fdce0f127e6140c04cdc26a1,A,льг,льгысет,nSSP,pseudoword,start,None,38.6,6,2,337
восхолк,20,5ba8e726fdce0f127e6140c04cdc26a1,A,лк,восхолк,SSP,pseudoword,end,None,133,4,2,399
уфилст,20,5ba8e726fdce0f127e6140c04cdc26a1,A,лст,уфилст,SSP,pseudoword,end,None,8.9,5,3,413
мгнинул,20,5ba8e726fdce0f127e6140c04cdc26a1,A,мгл,мгнинул,nSSP,pseudoword,start,None,9.1,4,3,1959
нораха,20,5ba8e726fdce0f127e6140c04cdc26a1,A,None,нораха,filler,pseudoword,filler,None,None,6,None,1023
двурь,20,5ba8e726fdce0f127e6140c04cdc26a1,A,дв,двурь,SSP,pseudoword,start,None,3166,7,2,372
язнь,20,5ba8e726fdce0f127e6140c04cdc26a1,A,знь,язнь,nSSP,pseudoword,end,None,1548.5,7,2,477
кулоктр,20,5ba8e726fdce0f127e6140c04cdc26a1,A,ктр,кулоктр,nSSP,pseudoword,end,None,27,6,3,1159
мгнус,20,5ba8e726fdce0f127e6140c04cdc26a1,A,мгн,мгнус,nSSP,pseudoword,start,None,113.6,9,3,355
щуснь,20,5ba8e726fdce0f127e6140c04cdc26a1,A,снь,щуснь,nSSP,pseudoword,end,None,18.7,5,2,413
вихатор,20,5ba8e726fdce0f127e6140c04cdc26a1,A,None,вихатор,filler,pseudoword,filler,None,None,7,None,420
нокортс,20,5ba8e726fdce0f127e6140c04cdc26a1,A,ртс,нокортс,SSP,pseudoword,end,None,0.4,5,3,419
герищав,20,5ba8e726fdce0f127e6140c04cdc26a1,A,None,герищав,filler,pseudoword,filler,None,None,7,None,327
вирб,20,5ba8e726fdce0f127e6140c04cdc26a1,A,рб,вирб,SSP,pseudoword,end,None,56.1,4,2,488
штран,20,5ba8e726fdce0f127e6140c04cdc26a1,A,штр,штран,SSP,pseudoword,start,None,51.1,5,3,884
мщикус,20,5ba8e726fdce0f127e6140c04cdc26a1,A,мщ,мщикус,nSSP,pseudoword,start,None,1.2,6,2,400
стаху,20,5ba8e726fdce0f127e6140c04cdc26a1,A,ст,стаху,SSP,pseudoword,start,None,9964.8,5,2,433
шанавр,20,5ba8e726fdce0f127e6140c04cdc26a1,A,вр,шанавр,nSSP,pseudoword,end,None,43.2,8,2,976
ашомп,20,5ba8e726fdce0f127e6140c04cdc26a1,A,мп,ашомп,SSP,pseudoword,end,None,63.1,4,2,311
якузн,20,5ba8e726fdce0f127e6140c04cdc26a1,A,зн,якузн,nSSP,pseudoword,end,None,13.2,7,2,338
глен,20,5ba8e726fdce0f127e6140c04cdc26a1,A,гл,глен,SSP,pseudoword,start,None,2880.4,4,2,368
ликостр,20,5ba8e726fdce0f127e6140c04cdc26a1,A,стр,ликостр,nSSP,pseudoword,end,None,249.6,7,3,352
шокесл,20,5ba8e726fdce0f127e6140c04cdc26a1,A,сл,шокесл,nSSP,pseudoword,end,None,294.6,5,2,307
мздырмыг,20,5ba8e726fdce0f127e6140c04cdc26a1,A,мзд,мздырмыг,nSSP,pseudoword,start,None,2.7,4,3,302
кусоратуз,20,5ba8e726fdce0f127e6140c04cdc26a1,A,None,кусоратуз,filler,pseudoword,filler,None,None,9,None,320
ниял,20,5ba8e726fdce0f127e6140c04cdc26a1,A,None,ниял,filler,pseudoword,filler,None,None,4,None,331
нощага,20,5ba8e726fdce0f127e6140c04cdc26a1,A,None,нощага,filler,pseudoword,filler,None,None,6,None,376
слаш,20,5ba8e726fdce0f127e6140c04cdc26a1,A,сл,слаш,SSP,pseudoword,start,None,6393,5,2,440
цвоп,20,5ba8e726fdce0f127e6140c04cdc26a1,A,цв,цвоп,SSP,pseudoword,start,None,369.3,6,2,331
хущаск,20,5ba8e726fdce0f127e6140c04cdc26a1,A,ск,хущаск,SSP,pseudoword,end,None,568.9,5,2,822
физл,20,5ba8e726fdce0f127e6140c04cdc26a1,A,зл,физл,nSSP,pseudoword,end,None,3.5,4,2,417
носудр,20,5ba8e726fdce0f127e6140c04cdc26a1,A,др,носудр,nSSP,pseudoword,end,None,73.4,4,2,378
люфизм,20,5ba8e726fdce0f127e6140c04cdc26a1,A,зм,люфизм,nSSP,pseudoword,end,None,725.1,8,2,822
вущавль,20,5ba8e726fdce0f127e6140c04cdc26a1,A,вль,вущавль,nSSP,pseudoword,end,None,5.2,7,2,327
щавила,20,5ba8e726fdce0f127e6140c04cdc26a1,A,None,щавила,filler,pseudoword,filler,None,None,6,None,587
ржавчина,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,рж,ржавчина,nSSP,word,start,4.2,31.1,8,2,841
трагедия,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,тр,трагедия,SSP,word,start,45.7,4601.6,8,2,708
ансамбль,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,мбль,ансамбль,nSSP,word,end,21.7,21.7,8,3,1271
скунс,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,нс,скунс,SSP,word,end,0.5,179.5,5,2,971
корова,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,None,корова,filler,word,filler,44.8,None,6,None,798
ствол,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,ств,ствол,SSP,word,start,49.5,61.9,5,3,731
поезд,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,зд,поезд,SSP,word,end,93.3,363.2,5,2,818
порошок,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,None,порошок,filler,word,filler,16.8,None,7,None,800
склон,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,скл,склон,SSP,word,start,26.3,262.9,5,3,785
шквал,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,шкв,шквал,SSP,word,start,3.4,4.2,5,3,721
краб,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,кр,краб,SSP,word,start,7.9,4723.9,4,2,544
рубль,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,бль,рубль,nSSP,word,end,296.4,416.2,5,2,531
дыня,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,None,дыня,filler,word,filler,4.1,None,4,None,537
бассейн,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,йн,бассейн,SSP,word,end,33.4,77.5,7,2,687
право,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,пр,право,SSP,word,start,461.4,36041.9,5,2,488
ртуть,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,рт,ртуть,nSSP,word,start,3.7,7.9,5,2,525
льстец,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,льст,льстец,nSSP,word,start,0.7,6.7,6,3,669
столб,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,лб,столб,SSP,word,end,32.7,33.1,5,2,565
вратарь,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,вр,вратарь,SSP,word,start,4.8,3016.4,7,2,617
триумф,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,мф,триумф,SSP,word,end,9.3,9.3,6,2,539
мотоцикл,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,кл,мотоцикл,nSSP,word,end,18.4,69.5,8,2,623
тигр,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,гр,тигр,nSSP,word,end,15.2,29.7,4,2,443
театр,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,тр,театр,nSSP,word,end,305.3,792,5,2,533
рванина,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,рв,рванина,nSSP,word,start,0.4,100.9,7,2,480
егерь,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,None,егерь,filler,word,filler,3.7,None,5,None,505
вихрь,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,хрь,вихрь,nSSP,word,end,9.7,9.7,5,2,573
город,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,None,город,filler,word,filler,573.4,None,5,None,463
тембр,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,мбр,тембр,nSSP,word,end,3.4,3.4,5,3,514
инфаркт,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,ркт,инфаркт,SSP,word,end,11.6,11.6,7,3,669
табурет,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,None,табурет,filler,word,filler,7.3,None,7,None,478
спектакль,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,кль,спектакль,nSSP,word,end,164.7,178,9,2,504
абсурд,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,рд,абсурд,SSP,word,end,9.1,132.5,6,2,666
мститель,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,мст,мститель,nSSP,word,start,1.9,15.9,8,3,659
лжец,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,лж,лжец,nSSP,word,start,1.9,10.1,4,2,516
носок,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,None,носок,filler,word,filler,25.2,None,5,None,728
цилиндр,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,ндр,цилиндр,nSSP,word,end,12.5,16.6,7,3,660
центр,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,нтр,центр,nSSP,word,end,265.9,281.5,5,3,592
хлыст,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,ст,хлыст,SSP,word,end,2.8,2163.2,5,2,560
гощара,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,None,гощара,filler,pseudoword,filler,None,None,6,None,417
вудалб,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,лб,вудалб,SSP,pseudoword,end,None,33.1,5,2,557
ствонет,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,ств,ствонет,SSP,pseudoword,start,None,61.9,5,3,784
кузетр,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,тр,кузетр,nSSP,pseudoword,end,None,792,5,2,497
моркт,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,ркт,моркт,SSP,pseudoword,end,None,11.6,7,3,470
сигузд,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,зд,сигузд,SSP,pseudoword,end,None,363.2,5,2,791
кугора,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,None,кугора,filler,pseudoword,filler,None,None,6,None,664
шейун,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,None,шейун,filler,pseudoword,filler,None,None,5,None,692
югост,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,ст,югост,SSP,pseudoword,end,None,2163.2,5,2,391
коромбль,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,мбль,коромбль,nSSP,pseudoword,end,None,21.7,8,3,656
мстунит,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,мст,мстунит,nSSP,pseudoword,start,None,15.9,8,3,401
крак,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,кр,крак,SSP,pseudoword,start,None,4723.9,4,2,555
шомбр,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,мбр,шомбр,nSSP,pseudoword,end,None,3.4,5,3,586
нокейн,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,йн,нокейн,SSP,pseudoword,end,None,77.5,7,2,516
льстыр,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,льст,льстыр,nSSP,pseudoword,start,None,6.7,6,3,664
торибль,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,бль,торибль,nSSP,pseudoword,end,None,416.2,5,2,560
фофард,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,рд,фофард,SSP,pseudoword,end,None,132.5,6,2,541
зовамф,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,мф,зовамф,SSP,pseudoword,end,None,9.3,6,2,960
визун,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,None,визун,filler,pseudoword,filler,None,None,5,None,871
инихрь,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,хрь,инихрь,nSSP,pseudoword,end,None,9.7,5,2,607
рвыкут,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,рв,рвыкут,nSSP,pseudoword,start,None,100.9,7,2,675
шквурм,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,шкв,шквурм,SSP,pseudoword,start,None,4.2,5,3,927
анакондр,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,ндр,анакондр,nSSP,pseudoword,end,None,16.6,7,3,742
лурян,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,None,лурян,filler,pseudoword,filler,None,None,5,None,754
ртос,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,рт,ртос,nSSP,pseudoword,start,None,7.9,5,2,474
врамус,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,вр,врамус,SSP,pseudoword,start,None,3016.4,7,2,680
прен,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,пр,прен,SSP,pseudoword,start,None,36041.9,5,2,565
ипогр,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,гр,ипогр,nSSP,pseudoword,end,None,29.7,4,2,540
жакл,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,кл,жакл,nSSP,pseudoword,end,None,69.5,8,2,565
поратух,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,None,поратух,filler,pseudoword,filler,None,None,7,None,593
щутонс,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,нс,щутонс,SSP,pseudoword,end,None,179.5,5,2,541
склус,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,скл,склус,SSP,pseudoword,start,None,262.9,5,3,833
фунтр,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,нтр,фунтр,nSSP,pseudoword,end,None,281.5,5,3,630
ржыр,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,рж,ржыр,nSSP,pseudoword,start,None,31.1,8,2,534
вигокль,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,кль,вигокль,nSSP,pseudoword,end,None,178,9,2,651
трацеп,49,a85fc0d35762b6e7eb159ba216b6f3f2,B,тр,трацеп,SSP,pseudoword,start,None,4601.6,8,2,384
штраф,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,штр,штраф,SSP,word,start,32.3,51.1,5,3,1479
жезл,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,зл,жезл,nSSP,word,end,3.5,3.5,4,2,895
мгновение,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,мгн,мгновение,nSSP,word,start,55.1,113.6,9,3,636
сторож,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,None,сторож,filler,word,filler,14.4,None,6,None,714
волк,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,лк,волк,SSP,word,end,36.1,133,4,2,607
динозавр,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,вр,динозавр,nSSP,word,end,3.1,43.2,8,2,678
рыба,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,None,рыба,filler,word,filler,86,None,4,None,501
мзда,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,мзд,мзда,nSSP,word,start,1.5,2.7,4,3,1518
дартс,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,ртс,дартс,SSP,word,end,0.4,0.4,5,3,642
пакет,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,None,пакет,filler,word,filler,65.8,None,5,None,689
слайд,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,сл,слайд,SSP,word,start,1.7,6393,5,2,751
болезнь,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,знь,болезнь,nSSP,word,end,109.6,1548.5,7,2,525
холст,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,лст,холст,SSP,word,end,8.9,8.9,5,3,486
двойник,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,дв,двойник,SSP,word,start,8,3166,7,2,373
кот,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,None,кот,filler,word,filler,40.3,None,3,None,404
министр,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,стр,министр,nSSP,word,end,154.1,249.6,7,3,536
песнь,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,снь,песнь,nSSP,word,end,18.7,18.7,5,2,440
кедр,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,др,кедр,nSSP,word,end,6.1,73.4,4,2,519
блеск,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,ск,блеск,SSP,word,end,29.7,568.9,5,2,405
мщение,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,мщ,мщение,nSSP,word,start,1.2,1.2,6,2,483
смысл,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,сл,смысл,nSSP,word,end,294.6,294.6,5,2,495
темп,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,мп,темп,SSP,word,end,49,63.1,4,2,9140
спектр,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,ктр,спектр,nSSP,word,end,27,27,6,3,1236
мгла,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,мгл,мгла,nSSP,word,start,8.1,9.1,4,3,601
организм,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,зм,организм,nSSP,word,end,80.6,725.1,8,2,530
обед,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,None,обед,filler,word,filler,69.7,None,4,None,714
велосипед,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,None,велосипед,filler,word,filler,23.1,None,9,None,622
глаз,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,гл,глаз,SSP,word,start,857.6,2880.4,4,2,2187
герб,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,рб,герб,SSP,word,end,7.7,56.1,4,2,939
цветок,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,цв,цветок,SSP,word,start,92.4,369.3,6,2,658
льгота,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,льг,льгота,nSSP,word,start,28.8,38.6,6,2,478
степь,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,ст,степь,SSP,word,start,29.6,9964.8,5,2,312
куча,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,None,куча,filler,word,filler,40.4,None,4,None,502
соблазн,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,зн,соблазн,nSSP,word,end,13.2,13.2,7,2,438
льдина,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,льд,льдина,nSSP,word,start,6.1,8.6,6,2,507
киборг,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,рг,киборг,SSP,word,end,0.6,158,6,2,479
журавль,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,вль,журавль,nSSP,word,end,5.2,5.2,7,2,246
вирб,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,рб,вирб,SSP,pseudoword,end,None,56.1,4,2,350
ашомп,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,мп,ашомп,SSP,pseudoword,end,None,63.1,4,2,543
нораха,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,None,нораха,filler,pseudoword,filler,None,None,6,None,519
вихатор,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,None,вихатор,filler,pseudoword,filler,None,None,7,None,380
кусоратуз,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,None,кусоратуз,filler,pseudoword,filler,None,None,9,None,238
косторг,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,рг,косторг,SSP,pseudoword,end,None,158,6,2,344
мгнус,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,мгн,мгнус,nSSP,pseudoword,start,None,113.6,9,3,367
цвоп,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,цв,цвоп,SSP,pseudoword,start,None,369.3,6,2,57529
слаш,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,сл,слаш,SSP,pseudoword,start,None,6393,5,2,353
мгнинул,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,мгл,мгнинул,nSSP,pseudoword,start,None,9.1,4,3,250
уфилст,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,лст,уфилст,SSP,pseudoword,end,None,8.9,5,3,345
якузн,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,зн,якузн,nSSP,pseudoword,end,None,13.2,7,2,226
носудр,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,др,носудр,nSSP,pseudoword,end,None,73.4,4,2,214
двурь,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,дв,двурь,SSP,pseudoword,start,None,3166,7,2,353
ликостр,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,стр,ликостр,nSSP,pseudoword,end,None,249.6,7,3,461
люфизм,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,зм,люфизм,nSSP,pseudoword,end,None,725.1,8,2,264
мщикус,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,мщ,мщикус,nSSP,pseudoword,start,None,1.2,6,2,240
льгысет,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,льг,льгысет,nSSP,pseudoword,start,None,38.6,6,2,215
герищав,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,None,герищав,filler,pseudoword,filler,None,None,7,None,228
хущаск,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,ск,хущаск,SSP,pseudoword,end,None,568.9,5,2,179
штран,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,штр,штран,SSP,pseudoword,start,None,51.1,5,3,295
язнь,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,знь,язнь,nSSP,pseudoword,end,None,1548.5,7,2,189
восхолк,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,лк,восхолк,SSP,pseudoword,end,None,133,4,2,1208
нощага,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,None,нощага,filler,pseudoword,filler,None,None,6,None,263
шокесл,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,сл,шокесл,nSSP,pseudoword,end,None,294.6,5,2,286
вущавль,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,вль,вущавль,nSSP,pseudoword,end,None,5.2,7,2,348
щавила,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,None,щавила,filler,pseudoword,filler,None,None,6,None,285
глен,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,гл,глен,SSP,pseudoword,start,None,2880.4,4,2,562
щуснь,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,снь,щуснь,nSSP,pseudoword,end,None,18.7,5,2,331
физл,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,зл,физл,nSSP,pseudoword,end,None,3.5,4,2,304
шанавр,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,вр,шанавр,nSSP,pseudoword,end,None,43.2,8,2,206
ниял,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,None,ниял,filler,pseudoword,filler,None,None,4,None,932
кулоктр,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,ктр,кулоктр,nSSP,pseudoword,end,None,27,6,3,442
нокортс,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,ртс,нокортс,SSP,pseudoword,end,None,0.4,5,3,452
мздырмыг,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,мзд,мздырмыг,nSSP,pseudoword,start,None,2.7,4,3,341
стаху,22,4cb1a56f5d7e9d357a07f7d0670cc782,A,ст,стаху,SSP,pseudoword,start,None,9964.8,5,2,328
киборг,36,3192c36416fdf3bd23bbaccfb9a771b7,A,рг,киборг,SSP,word,end,0.6,158,6,2,956
кот,36,3192c36416fdf3bd23bbaccfb9a771b7,A,None,кот,filler,word,filler,40.3,None,3,None,817
темп,36,3192c36416fdf3bd23bbaccfb9a771b7,A,мп,темп,SSP,word,end,49,63.1,4,2,494
мгла,36,3192c36416fdf3bd23bbaccfb9a771b7,A,мгл,мгла,nSSP,word,start,8.1,9.1,4,3,490
пакет,36,3192c36416fdf3bd23bbaccfb9a771b7,A,None,пакет,filler,word,filler,65.8,None,5,None,449
организм,36,3192c36416fdf3bd23bbaccfb9a771b7,A,зм,организм,nSSP,word,end,80.6,725.1,8,2,557
мгновение,36,3192c36416fdf3bd23bbaccfb9a771b7,A,мгн,мгновение,nSSP,word,start,55.1,113.6,9,3,772
динозавр,36,3192c36416fdf3bd23bbaccfb9a771b7,A,вр,динозавр,nSSP,word,end,3.1,43.2,8,2,555
льдина,36,3192c36416fdf3bd23bbaccfb9a771b7,A,льд,льдина,nSSP,word,start,6.1,8.6,6,2,605
соблазн,36,3192c36416fdf3bd23bbaccfb9a771b7,A,зн,соблазн,nSSP,word,end,13.2,13.2,7,2,460
рыба,36,3192c36416fdf3bd23bbaccfb9a771b7,A,None,рыба,filler,word,filler,86,None,4,None,433
дартс,36,3192c36416fdf3bd23bbaccfb9a771b7,A,ртс,дартс,SSP,word,end,0.4,0.4,5,3,509
кедр,36,3192c36416fdf3bd23bbaccfb9a771b7,A,др,кедр,nSSP,word,end,6.1,73.4,4,2,555
льгота,36,3192c36416fdf3bd23bbaccfb9a771b7,A,льг,льгота,nSSP,word,start,28.8,38.6,6,2,557
мзда,36,3192c36416fdf3bd23bbaccfb9a771b7,A,мзд,мзда,nSSP,word,start,1.5,2.7,4,3,565
цветок,36,3192c36416fdf3bd23bbaccfb9a771b7,A,цв,цветок,SSP,word,start,92.4,369.3,6,2,455
спектр,36,3192c36416fdf3bd23bbaccfb9a771b7,A,ктр,спектр,nSSP,word,end,27,27,6,3,586
велосипед,36,3192c36416fdf3bd23bbaccfb9a771b7,A,None,велосипед,filler,word,filler,23.1,None,9,None,499
глаз,36,3192c36416fdf3bd23bbaccfb9a771b7,A,гл,глаз,SSP,word,start,857.6,2880.4,4,2,761
мщение,36,3192c36416fdf3bd23bbaccfb9a771b7,A,мщ,мщение,nSSP,word,start,1.2,1.2,6,2,416
сторож,36,3192c36416fdf3bd23bbaccfb9a771b7,A,None,сторож,filler,word,filler,14.4,None,6,None,354
обед,36,3192c36416fdf3bd23bbaccfb9a771b7,A,None,обед,filler,word,filler,69.7,None,4,None,404
журавль,36,3192c36416fdf3bd23bbaccfb9a771b7,A,вль,журавль,nSSP,word,end,5.2,5.2,7,2,380
